Group ID,Family,Channel,Product,Normalized Specification,Dosage Form,Current Retail Price,Price Display,Planned Catalog Status,Recommended Action,Selected Supplier,Quality / Regulatory Notes
GRP-0363,Research Supplies,RUO Research,Reconstitution Solution,RECONSTITUTION SOLUTION 4 mL,Solution,30,$30.00,New supplier-only item,"Assess demand, compliance, documentation, inventory, and margin before adding to the planned catalog.",Unity / Peptaris,
GRP-0364,Shipping & Fulfillment,Clinical / Provider Only,FedEx Standard Overnight,FedEx Standard Overnight,Shipping Service,37.5,$37.50,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0365,Shipping & Fulfillment,Clinical / Provider Only,Syringes & Alcohol Swabs,Syringes & Alcohol Swabs,Included Supply,,Price on request,Price / clarification required,Request a usable numeric wholesale price and confirm package basis before activation.,Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0366,Supplements,Supplement,Annatto Pro 125,Retail unit / package,Supplement Unit,74.7,$74.70,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0367,Supplements,Supplement,Brain Restore,Retail unit / package,Supplement Unit,168.75,$168.75,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0368,Supplements,Supplement,Chondro Jointaide,Retail unit / package,Supplement Unit,149.375,$149.38,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0369,Supplements,Supplement,Collagen Renew (Dynamic Multi),Retail unit / package,Supplement Unit,117.375,$117.38,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0370,Supplements,Supplement,Fruits & Greens,Retail unit / package,Supplement Unit,68,$68.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0371,Supplements,Supplement,GI Defend,Retail unit / package,Supplement Unit,108.125,$108.12,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0372,Supplements,Supplement,Hydrate,Retail unit / package,Supplement Unit,39.375,$39.38,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0373,Supplements,Supplement,Inflam-Eze (30-serving),Retail unit / package,Supplement Unit,163.75,$163.75,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0374,Supplements,Supplement,Longevity Essentials NAD+,Retail unit / package,Supplement Unit,65.5,$65.50,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0375,Supplements,Supplement,Magtein (Magnesium L-Threonate),Retail unit / package,Supplement Unit,88.75,$88.75,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0376,Supplements,Supplement,Mito Recharge,Retail unit / package,Supplement Unit,86.25,$86.25,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0377,Supplements,Supplement,Omega Pure EPA-DHA 2400,Retail unit / package,Supplement Unit,71.875,$71.88,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0378,Supplements,Supplement,PRM Resolve,Retail unit / package,Supplement Unit,102.375,$102.38,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0379,Supplements,Supplement,PeriMenopause Support,Retail unit / package,Supplement Unit,43.125,$43.12,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0380,Supplements,Supplement,Rejuvenate+,Retail unit / package,Supplement Unit,94.875,$94.88,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0381,Supplements,Supplement,Stress Essentials Balance,Retail unit / package,Supplement Unit,87.375,$87.38,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0382,Supplements,Supplement,Stress Essentials Calm,Retail unit / package,Supplement Unit,87.375,$87.38,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0383,Supplements,Supplement,UltraBiotic Akkermansia Plus,Retail unit / package,Supplement Unit,78.75,$78.75,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0384,Supplements,Supplement,UltraBiotic Prebiotic,Retail unit / package,Supplement Unit,107.375,$107.38,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0385,Supplements,Supplement,Uplift+,Retail unit / package,Supplement Unit,91.25,$91.25,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",NutriDyn,
GRP-0386,Topicals & Regenerative,Nonclinical / Topical,Exosome Cream,EXOSOME CREAM 30 mL,Topical Cream,525,$525.00,New supplier-only item,"Assess demand, compliance, documentation, inventory, and margin before adding to the planned catalog.",Unity / Peptaris,
GRP-0387,Topicals & Regenerative,Nonclinical / Topical,GHKcu,GHK-Cu 30 mL,Topical Cream,400,$400.00,New supplier-only item,"Assess demand, compliance, documentation, inventory, and margin before adding to the planned catalog.",Unity / Peptaris,
GRP-0420,Topicals & Regenerative,Nonclinical / Topical,Radient XO Serum,Radient XO Serum (5 Billion Exosomes),Topical Serum,750,$750.00,Regenerative / topical expansion candidate,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0421,Research Peptides & Materials,RUO Research,Retatrutide,RETATRUTIDE 60 mg,Lyophilized Vial,249,$249.00,Alternate strength / format,"Add to the planned catalog only after supplier legal identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed. New strength from updated box-of-10 quote.",New Box-of-10 Supplier (legal name pending),"Research-use classification must be contractually confirmed. Pricing list did not provide COA/lot, purity, identity, sterility/endotoxin, storage, inventory, lead time, or fulfillment documentation."
GRP-0422,Research Peptides & Materials,RUO Research,CJC-1295 + Ipamorelin,CJC-1295 WITH DAC + IPAMORELIN 5 mg total (split pending),Lyophilized Vial,99,$99.00,Supplier clarification required,"Add to the planned catalog only after supplier legal identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed. Exact formulation and component split must be confirmed before activation.",New Box-of-10 Supplier (legal name pending),"Research-use classification must be contractually confirmed. Pricing list did not provide COA/lot, purity, identity, sterility/endotoxin, storage, inventory, lead time, or fulfillment documentation."
GRP-0423,Research Peptides & Materials,RUO Research,MOTS-C,MOTS-C 40 mg,Lyophilized Vial,129,$129.00,Alternate strength / format,"Add to the planned catalog only after supplier legal identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed. New strength from updated box-of-10 quote.",New Box-of-10 Supplier (legal name pending),"Research-use classification must be contractually confirmed. Pricing list did not provide COA/lot, purity, identity, sterility/endotoxin, storage, inventory, lead time, or fulfillment documentation."
GRP-0424,Research Peptides & Materials,RUO Research,Glutathione,GLUTATHIONE 600 mg,Lyophilized Vial,69,$69.00,Alternate strength / format,"Add to the planned catalog only after supplier legal identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed. New strength from updated box-of-10 quote.",New Box-of-10 Supplier (legal name pending),"Research-use classification must be contractually confirmed. Pricing list did not provide COA/lot, purity, identity, sterility/endotoxin, storage, inventory, lead time, or fulfillment documentation."
